"Arrangement Number","Country Name","Country Code","Arrangement Type","Approval Date","Approval Year","Intial End Date","Initial End Year","Revised End Date","Duration Of Annual Arrangement From","Duration Of Annual Arrangement To","Program Type","Review Type","Review Sequence","Board Doc. No.","Mneumonic","Description","Program year","Year Type","FY Start Month","FY End Month","T-3","T-2","T-1","T","T+1","T+2","T+3","T+4","Indicator Currency","Sort"
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R5","BLANK","EBS/02/65","TMR_C","Import Volume (percentage change)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",5
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R5","BLANK","EBS/02/65","TXP_C","Export Unit Value (percentage change)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",5
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R5","BLANK","EBS/02/65","TXR_C","Export Volume (percentage change)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",5
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R5","BLANK","EBS/02/65","FNFA","Net foreign assets",2000,"CY","NULL","NULL","NULL","NULL","12.4","15.8","15.4","11.8","NULL","NULL","US$ mn",5
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BAFA","Change in Gross Reserves (-increase, including valuation changes)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BAFLI","Use of Fund Credit, net",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BAR","Changes in External Payments Arrears (+ increases)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BAVC","Valuation change",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","NULL","NULL","NULL","NULL","NULL","8","6.9","4.4","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BDRPT","Rescheduling contracted before program 5/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BEF_G","Programmed Financing Gap (-M-N-O-P-Q-R-S)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BEF_O","Other BOP Support 6/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BKMEO","Other Net Inflows (including e & o) 4/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BK_MB","Official borrowing from multilateral and bilateral lenders (excl. Fund)",2000,"CY","NULL","NULL","NULL","NULL","NULL","5.3","4.9","4.9","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BK_PF","Public Commercial Borrowing, MLT",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BK_SP","Scheduled Principal Payments (excl. Fund)",2000,"CY","NULL","NULL","NULL","NULL","NULL","7.9","7.6","7.2","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BS_I","Scheduled Net Interest Payments",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BMS_O","Services, Debit (excluding interest)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BMT","Merchandise Imports",2000,"CY","NULL","NULL","NULL","NULL","NULL","43.6","37.5","39.3","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BO","Overall Balance (+F+G+H+I+J-K+L)",2000,"CY","NULL","NULL","-13.4","0.9","0","1.2","-2.9","-1.6","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BS_O","Services net",2000,"CY","NULL","NULL","NULL","NULL","NULL","-13.8","-12.9","-14.6","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BTRG","Official Transfers (net) 3/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BXS_O","Services, Credit and Private Transfers",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BXT","Merchandise Exports",2000,"CY","NULL","NULL","NULL","NULL","NULL","65.4","57.4","58.4","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","DL","External Debt (incl. Fund) 8/",2000,"CY","NULL","NULL","138","149.9","148.7","141.7","133.1","128.4","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","DS","Scheduled Debt Service",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","D_R","Cancellation of Stock of Debt 7/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","ENDA","Exchange rate vis-a-vis numeraire (average)",2000,"CY","NULL","NULL","4667","9849","7855","8422","10247","9500","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","FNDA","Net Domestic Assets (domestic currency, billions) 4/",2000,"CY","NULL","NULL","NULL","NULL","NULL","590.1","651.6","734.1","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","FAFA","Gross Reserves",2000,"CY","NULL","NULL","10.7","20.3","24.3","29.4","28","29.1","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","FI","Nominal Interest Rate (in percent)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","FMB","Broad Money (domestic currency, billions) 4/",2000,"CY","NULL","NULL","NULL","NULL","NULL","709.1","793.5","897","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCB_Y","Fiscal Balance including grants (percent of GDP) 3/(A+B+C+D-E-F-G)",2000,"CY","NULL","NULL","-1.3","-2.3","-1.5","-1.1","-3.6","-2.5","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCECY","Current Non-Interest Expenditures (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","8.6","10.7","9","6.6","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCEKY","Capital Expenditures and Net Lending (Percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","5.9","5.3","8.3","8.5","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCENL","Total Expenditures (percent of GDP, E+F+G)",2000,"CY","NULL","NULL","16.7","17.2","18.3","21.1","23.7","20.6","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCG_Y","Grants (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","0","0","0","0","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCIPY","Interest payments (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","3.8","5.1","6.4","5.5","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCRCT","Current Tax Revenue (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","15.3","18.5","17.9","16.4","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCR_Y","Total Revenues, including grants (percent of GDP, A+B+C+D)",2000,"CY","NULL","NULL","NULL","NULL","16.8","20","20.1","18.2","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCRKY","Capital Revenues (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","0","0","0","0","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GCRNT","Current Non-tax Revenues (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","1.5","1.5","2.2","1.8","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","GPB_Y","Fiscal Balance, Broadest coverage including grants 2/",2000,"CY","NULL","NULL","-1.3","-2.3","-1.5","-1.1","-3.6","-2.5","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","NGDP","GDP (domestic currency, billions)",2000,"CY","NULL","NULL","693","1019","1100","1282","1491","1697","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","NGDPD","GDP (in millions of US$ or SDRs)",2000,"CY","NULL","NULL","149","104","140","152","146","179","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","NI_Y","Gross Domestic Investment (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","NS_Y","Gross National/Domestic Savings (percent of GDP)",2000,"CY","NULL","NULL","28","27.1","24.2","26.2","25.2","24.9","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","PCPIC","CPI Inflation (percent, end-of-period)",2000,"CY","NULL","NULL","35.8","46.5","2","9.3","12.5","9.7","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","BDRPR","Projected New Rescheduling",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","RGDPC","Real GDP Growth (in percent)",2000,"CY","NULL","NULL","1.7","-13.6","0.8","4.9","3.3","3.5","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","TMP_C","Import Unit Value (percentage change)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","TMR_C","Import Volume (percentage change)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","TXP_C","Export Unit Value (percentage change)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","TXR_C","Export Volume (percentage change)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R6","BLANK","EBS/02/103","FNFA","Net foreign assets",2000,"CY","NULL","NULL","NULL","NULL","NULL","119","141.9","163","NULL","NULL","US$ mn",6
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BAFA","Change in Gross Reserves (-increase, including valuation changes)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BAFLI","Use of Fund Credit, net",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BAR","Changes in External Payments Arrears (+ increases)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BAVC","Valuation change",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BCAX","Current Account (excl. off transfers) (A-B+C-D-E)",2000,"CY","NULL","NULL","NULL","NULL","NULL","8","6.9","5.5","4.3","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BDRPT","Rescheduling contracted before program 5/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BEF_G","Programmed Financing Gap (-M-N-O-P-Q-R-S)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BEF_O","Other BOP Support 6/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BKMEO","Other Net Inflows (including e & o) 4/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BK_MB","Official borrowing from multilateral and bilateral lenders (excl. Fund)",2000,"CY","NULL","NULL","NULL","NULL","NULL","5.3","4.9","4.8","4.5","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BK_PF","Public Commercial Borrowing, MLT",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BK_SP","Scheduled Principal Payments (excl. Fund)",2000,"CY","NULL","NULL","NULL","NULL","NULL","7.9","7.7","7.4","9.4","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BS_I","Scheduled Net Interest Payments",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BMS_O","Services, Debit (excluding interest)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BMT","Merchandise Imports",2000,"CY","NULL","NULL","NULL","NULL","NULL","43.6","37.5","36.8","39.4","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BO","Overall Balance (+F+G+H+I+J-K+L)",2000,"CY","NULL","NULL","NULL","NULL","NULL","1.2","-2.9","-0.5","-2.5","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BS_O","Services net",2000,"CY","NULL","NULL","NULL","NULL","NULL","-13.8","-12.9","-15","-17.3","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BTRG","Official Transfers (net) 3/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BXS_O","Services, Credit and Private Transfers",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","BXT","Merchandise Exports",2000,"CY","NULL","NULL","NULL","NULL","NULL","65.4","57.4","57.3","61.1","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","DL","External Debt (incl. Fund) 8/",2000,"CY","NULL","NULL","138","149.9","148.7","141.7","133.2","128","128.2","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","DS","Scheduled Debt Service",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","D_R","Cancellation of Stock of Debt 7/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","ENDA","Exchange rate vis-a-vis numeraire (average)",2000,"CY","NULL","NULL","4667","9849","7855","8422","10246","9342","9250","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","FNDA","Net Domestic Assets (domestic currency, billions) 4/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","FAFA","Gross Reserves",2000,"CY","NULL","NULL","10.7","20.3","24.3","29.4","28","31.5","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","FI","Nominal Interest Rate (in percent)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","FMB","Broad Money (domestic currency, billions) 4/",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCB_Y","Fiscal Balance including grants (percent of GDP) 3/(A+B+C+D-E-F-G)",2000,"CY","NULL","NULL","-1.3","-2.3","-1.5","-1.1","-3.6","-2.5","-1.8","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCECY","Current Non-Interest Expenditures (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCEKY","Capital Expenditures and Net Lending (Percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCENL","Total Expenditures (percent of GDP, E+F+G)",2000,"CY","NULL","NULL","16.7","17.2","18.3","21.1","23.7","20","19.1","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCG_Y","Grants (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","0","0","0","0","0","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCIPY","Interest payments (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCRCT","Current Tax Revenue (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","15.3","18.5","17.9","16","16","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCR_Y","Total Revenues, including grants (percent of GDP, A+B+C+D)",2000,"CY","NULL","NULL","15.4","14.9","16.8","20","20.1","17.5","17.3","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCRKY","Capital Revenues (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","0","0","0","0","0","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GCRNT","Current Non-tax Revenues (percent of GDP)",2000,"CY","NULL","NULL","NULL","NULL","1.5","1.5","2.2","1.5","1.3","NULL","US$ mn",7
337,"INDONESIA",536,"EFF","2/4/2000",2000,"12/31/2003",2003,"NULL","NULL","NULL","P1","R7","BLANK","EBS/02/196","GPB_Y","Fiscal Balance, Broadest coverage including grants 2/",2000,"CY","NULL","NULL","-1.3","-2.3","-1.5","-1.1","-3.6","-2.5","-1.8","NULL","US$ mn",7
